created_at,user.screen_name,lang,text,sentiment
Thu Dec 05 21:16:02 +0000 2019,EdisonInstitute,en,"As fall approaches, so will the cold and flu season. Start preparing your immune to get through the fall by making… https://t.co/FlzTsJ99Vh",negative
Thu Dec 05 21:15:00 +0000 2019,PurdueUnivNews,en,#Flu is increasing in some communities. Check out ways to be safe this flu season. https://t.co/KxWNnDSR60 https://t.co/7glpk6nebY,positive
Thu Dec 05 21:14:32 +0000 2019,markpoloncarz,en,Yesterday @ECDOH Commissioner Dr. Burstein and I got our #flu shots as part of #NationalInfluenzaVaccinationWeek. G… https://t.co/qvE5ciGq6R,neutral
Thu Dec 05 21:10:05 +0000 2019,WolfsonChildren,en,"SHOULD BABY GET A FLU SHOT? It’s the time of year to be aware of the flu, and that means it’s also time to think ab… https://t.co/78ck3ALGWr",positive
Thu Dec 05 21:09:15 +0000 2019,ConnieTrueQueen,en,"I'm Enjoying A Very Hot #Cupoftea 🍵

After Catching The #Flu While Visiting My Amazing #Family In #SanDiego For The… https://t.co/9HTb1voxYj",positive
Thu Dec 05 21:01:43 +0000 2019,LABankers,en,"Even if you have already gotten sick with flu, you can still benefit from a #flu vaccine. More facts:… https://t.co/xAfYIPr6Lt",negative
Thu Dec 05 20:56:07 +0000 2019,iwannafly2,en,Why is it I get the flu shot every year and still get a “different version” then the vaccine they gave me #flu,neutral
Thu Dec 05 20:55:25 +0000 2019,KMFoodservice,en,It is #Cold and #Flu season again. Here are some timeless remedies from #Healthline that are sure to get you feelin… https://t.co/2YRq4vjADa,negative
Thu Dec 05 20:55:03 +0000 2019,WDGPublicHealth,en,"#Flu clinics are always a collaborative response, but this year staff from all departments showed exceptional organ… https://t.co/PKWTFl0IC9",positive
Thu Dec 05 20:52:02 +0000 2019,familydoctor,en,@MHprimarycare It is not too late to get the #flu vaccine.  It can help protect against influenza and #fightflu.,negative
Thu Dec 05 20:43:34 +0000 2019,markpoloncarz,en,Parents: A CDC study found that #flu vaccination reduces flu-related deaths among healthy children by 65%. Sadly Ne… https://t.co/auBV3O1Vne,neutral
Thu Dec 05 20:40:04 +0000 2019,WeAreDCPH,en,There are many reasons to get a flu vaccine. It can reduce your risk of #flu and its potentially serious complicati… https://t.co/X5tqgu3fVe,positive
Thu Dec 05 20:39:10 +0000 2019,FlorenceHealth_,en,Research finds obese people and possibly other demographics are less protected by the #fluvaccine than the general… https://t.co/neoi1ZAwAP,negative
Thu Dec 05 20:38:05 +0000 2019,RCFATL,en,"#Repost @healthydekalb (@get_repost)
・・・
Simple preventive actions like washing your hands and covering your nose a… https://t.co/0hClNY4aov",neutral
Thu Dec 05 20:37:00 +0000 2019,OKHealthyFam,en,It is not too late to get a #flu vaccine. @CDCFlu recommends vaccination for everyone 6 months and older as long as… https://t.co/abN9mT5vcO,negative
Thu Dec 05 20:35:12 +0000 2019,WTCHealthPrgm,en,The #Flu is more than just a really bad cold—especially if you have WTC-related breathing problems like asthma or c… https://t.co/HlfggpIlry,negative
Thu Dec 05 20:28:39 +0000 2019,TwoNPsInAPod,en,Great post about #elderberry and viral illnesses! #viraluri #flu #viruses https://t.co/ugaE56kUTV,positive
Thu Dec 05 20:23:02 +0000 2019,ssmhealthwi,en,"As family and friends gather for the holidays, #flu activity is increasing. Now is the time to get a flu vaccine if… https://t.co/AhOLPwnKRY",neutral
Thu Dec 05 20:20:08 +0000 2019,NHMAmd,en,#DYK: #Flu #vaccines are important each year because (1) the #vaccine is often updated to keep up with changing flu… https://t.co/r95Hyh3Omx,positive
Thu Dec 05 20:20:06 +0000 2019,chesapeakehc,en,"Our featured #flu vaccine recipient this week is Jessica Bivens, a Pharmacy Technician in Princess Anne.  Jessica s… https://t.co/sJaOgVonua",neutral
Thu Dec 05 20:19:00 +0000 2019,OscilloUSA,en,"Wearing a surgical mask a smart strategy, or an overreaction to #flu fear? Find out!  https://t.co/uXWSmGSiut",positive
Thu Dec 05 20:18:45 +0000 2019,TenikkaANjax,en,The #Flu hitting one local county hard - sending lots of students &amp; teachers home today.  @PaceAnJax has the story… https://t.co/6KF5Ww0t5E,negative
Thu Dec 05 20:10:33 +0000 2019,BUexperts,en,"On the heels of the eastern equine encephalitis (#EEE) scare and in the midst of #flu season, @neidl virologist hig… https://t.co/SnXAOBQ7uA",neutral
Thu Dec 05 20:10:18 +0000 2019,UCIrvineHealth,en,"For mild to moderate #flu symptoms, visit a #walkincare or #urgentcare clinic.
https://t.co/IWFhr79zad #FluVaccinationWeek",positive
Thu Dec 05 20:10:12 +0000 2019,SinuSalt,en,"Order the SinuSalt starter kit with Sinusalt XL Sachet box (40 sachets) for just £39.95 (inc. VAT and delivery).

C… https://t.co/QZQx8LW4w4",neutral
Thu Dec 05 20:02:12 +0000 2019,helen_a15,en,"I’ve been in bed with #flu like illness since Sunday, whilst post op recovering stuff as well 🙄
Still feeling prett… https://t.co/ISjyIqrD5z",neutral
Thu Dec 05 20:01:59 +0000 2019,GonzagaCSPS,en,"Are you sick with #flu? Stay home and avoid close contact with others, except if you need medical care. Prescriptio… https://t.co/4rjJvEDsvM",negative
Thu Dec 05 20:01:49 +0000 2019,IAPublicHealth,en,#Flu vaccination cannot cause flu illness. Learn more facts about common flu misconceptions:… https://t.co/b8uJnOlSep,positive
Thu Dec 05 20:01:44 +0000 2019,ImmunizePA,en,Getting a #flu vaccine isn’t just about keeping you healthy; it’s also about helping to protect everyone around you… https://t.co/iP7fveOp8R,positive
Thu Dec 05 20:00:01 +0000 2019,AscensionWisc,en,"It's not too late to protect yourself against the #flu! Dr. Williams, Vice President of Medical Affairs at Ascensio… https://t.co/7GllIjk7Ud",negative
Thu Dec 05 19:59:59 +0000 2019,LabManager,en,"Researchers used #virtualreality to demonstrate how an infected individual can pass the #flu, what can happen when… https://t.co/ompubYzDZu",neutral
Thu Dec 05 19:58:37 +0000 2019,TheSuperFunShow,en,Hey #SouthCarolina friends your #flu numbers are up! Be vigilant 😷 #flu https://t.co/WMTyM9OBbZ,neutral
Thu Dec 05 19:55:25 +0000 2019,rbarishansky,en,#Flu is off to an alarming start with @CDCgov reporting cases picking up in Massachusetts https://t.co/rmXw6VHwar #publichealth,negative
Thu Dec 05 19:55:12 +0000 2019,GuruTelemed,en,It's #flu season. Fight back with #GuruMD. Contact an #OnlineDoctor and have prescriptions sent directly to your ph… https://t.co/PtegPk9dm4,positive
Thu Dec 05 19:55:11 +0000 2019,MRAN_AL,en,Getting a #flu vaccine isn’t just about keeping you healthy; it’s also about helping to protect everyone around you… https://t.co/3SbPtwj66x,positive
Thu Dec 05 19:52:50 +0000 2019,HHSRegion7,en,It’s National Influenza Vaccination Week — time to highlight  importance flu vaccination! #Flu cases nationally wer… https://t.co/zTiOXBCHp1,neutral
Thu Dec 05 19:51:53 +0000 2019,drive_eu,en,In UK thousands of vulnerable patients have not yet been vaccinated against #Influenza including 80% of nursery chi… https://t.co/v7MEeFNJTD,negative
Thu Dec 05 19:47:02 +0000 2019,NuvanceHealth,en,"Consider the toll the #flu takes on your body and everyday life – long-lasting fever, discomfort, tiredness as well… https://t.co/L8rMHUgwdO",negative
Thu Dec 05 19:46:58 +0000 2019,MGhee88,en,@LegateDarian #flu season,neutral
Thu Dec 05 19:45:02 +0000 2019,healthfinder,en,Some people have a higher risk for serious complications from #flu. Find out if you’re at high risk: https://t.co/Ynbuc7LTBM #NIVW #FightFlu,positive
Thu Dec 05 19:40:03 +0000 2019,ATCertHomeCare,en,"Proper #handwashing can prevent up to 20% of #flu cases, according to the @CDC! #NationalHandwashingWeek… https://t.co/pEctJIO3Tp",neutral
Thu Dec 05 19:37:22 +0000 2019,kristenhewitt,en,Just two flu bug girls recovering in bed while we get our work done. So grateful her fever broke today - she was up… https://t.co/wyr0Zxohcu,neutral
Thu Dec 05 19:35:17 +0000 2019,aggievic14,en,"@One_Of_His Maybe someone from the #hcldr group can better inform you about the #flu, the shot, and why it’s good t… https://t.co/tpMgg4A3MN",positive
Thu Dec 05 19:35:07 +0000 2019,EinsteinMed,en,What you need to know on how prevent the #flu. https://t.co/xP7jvZzIDF #flushot https://t.co/ZRI3rXBbwu,neutral
Thu Dec 05 19:25:00 +0000 2019,KCHealth1,en,#NIVW is a national observance that highlights the importance of #flu vaccination for everyone 6 months and older.… https://t.co/IzTZrKT5vf,positive
Thu Dec 05 19:21:47 +0000 2019,tmowtx,en,"Me, still recovering from the flu
1:00 p.m., I can’t push through 

My energy’s gone, but the kids are still here
M… https://t.co/QO01EdqIpF",neutral
Thu Dec 05 19:17:03 +0000 2019,BoneandJointSAH,en,"As family and friends gather for the holidays, #flu activity is increasing. Now is the time to get a flu vaccine if… https://t.co/cPQ6kjYrnc",neutral
Thu Dec 05 19:15:19 +0000 2019,nycHealthy,en,A seasonal #flu vaccine is the best way to protect you and your loved ones from influenza. Is your family up to dat… https://t.co/EkVKy7n02z,positive
Thu Dec 05 19:15:12 +0000 2019,KPPanoramaCity,en,Get the upper hand over germs by #washing your hands! It's the best way to prevent viruses like the #flu and bacter… https://t.co/hp6h60UDt3,positive
Thu Dec 05 19:08:01 +0000 2019,HHSGov,en,Stay safe against #flu for National Influenza Vaccination Week–get vaccinated! It's the best way to protect you and… https://t.co/TGruZMQsxJ,positive
Thu Dec 05 19:07:18 +0000 2019,KnowYourOTCs,en,"That face we all make when our co-workers come to work sick. 😱

You don’t have time to catch office germs! We’ve go… https://t.co/i6i2nrC6pK",negative
Thu Dec 05 19:02:23 +0000 2019,VanIslandHealth,en,Do you really have time for the #flu? Get your #flushot and keep doing the things you love: https://t.co/xg7dTAIQyY,positive
Thu Dec 05 19:02:16 +0000 2019,EssexMetroIC,en,Getting a #flu vaccine isn’t just about keeping you healthy; it’s also about helping to protect everyone around you… https://t.co/IOfxUjMSW2,positive
Thu Dec 05 19:02:16 +0000 2019,EssexMetroIC,en,Getting a #flu vaccine isn’t just about keeping you healthy; it’s also about helping to protect everyone around you… https://t.co/IOfxUjMSW2,positive
Thu Dec 05 19:02:11 +0000 2019,rosscohealth,en,"Even if you have already gotten sick with flu, you can still benefit from a #flu vaccine. More facts:… https://t.co/3hsKjE8RND",negative
Thu Dec 05 19:01:37 +0000 2019,HHS_HealthReg7,en,It’s that time of year again; #fluseason. It’s not too late to get a flu vaccine to help protect yourself and your… https://t.co/d3BbCaANYh,negative
Thu Dec 05 19:00:43 +0000 2019,FastPaceMedical,en,Can’t decide if it’s a #cold or the #flu? Let Fast Pace take away the guess work and help you feel better.… https://t.co/xIcy5SnRaE,positive
Thu Dec 05 19:00:23 +0000 2019,SNHDinfo,en,"#FluFact: During the 2017-18 #FluSeason, @CDCFlu estimates #fluvax prevented an estimated 7.1 million #flu illnesse… https://t.co/MLZ3jLaLut",neutral
Thu Dec 05 18:59:08 +0000 2019,MtSinaiQueens,en,"It’s National Influenza Vaccination Week, did you get your #flu shot yet? It’s not too late!  The CDC recommends th… https://t.co/uoM81UUkqt",negative
Thu Dec 05 18:56:56 +0000 2019,jeanlucneptune,en,"#Flu season hitting us early here in New York State!  Get vaccinated!

@HealthNYGov @nycHealthy… https://t.co/YtcCpKUHp7",positive
Thu Dec 05 18:56:55 +0000 2019,jess_ramsey_,en,Lesson learned: get the #flu jab before you get flu and your body shuts down 🤦🏻‍♀️ Someone please help me. 🤧🤒😷,negative
Thu Dec 05 18:56:01 +0000 2019,alicehenneman,en,The first week in December is #handwashingawarenessweek Download free handwashing posters at:… https://t.co/ze2Z8SFK5B,positive
Thu Dec 05 18:55:09 +0000 2019,goodcaregroup,en,#Flu is especially dangerous for elderly people with weak immune systems. Read what flu prevention measures you can… https://t.co/FVVwnvGQoe,negative
Thu Dec 05 18:54:01 +0000 2019,RoseAndKiernan,en,"While there are many different types of #flu viruses, the vaccine protects you against the viruses that experts bel… https://t.co/EULHF4L6Um",positive
Thu Dec 05 18:51:02 +0000 2019,atlantaallergy,en,It's not too late to get your #flu shot! Influenza season runs from October to May with the peak months being Decem… https://t.co/Adl4gpAjCS,negative
Thu Dec 05 18:49:08 +0000 2019,Labyrinthsprite,en,I had my flu vaccination today at work. Recently I wrote about flu and it's vaccine on Medium. #medium #flu… https://t.co/p10OXKsx2z,neutral
Thu Dec 05 18:49:01 +0000 2019,yukamama,en,Facebook Censors Trending Vitamin D Story to Protect #Flu Vaccines Using Former CNN #FakeNews Reporter@AlanDukeNews… https://t.co/f1MZNc1UFO,neutral
Thu Dec 05 18:47:57 +0000 2019,jmayer0716,en,"Towards a universal #flu vaccine

Useful summary of efforts and justification of work on vaccine that is non-strain… https://t.co/12JcdjDZ8d",positive
Thu Dec 05 18:45:12 +0000 2019,MCHDPIO,en,#Flu vaccination cannot cause flu illness. Learn more facts about common flu misconceptions:… https://t.co/w8xfhHJIGJ,positive
Thu Dec 05 18:40:10 +0000 2019,isirvAVG,en,UK: Cheshire company fined for possessing bird #flu without a licence https://t.co/YBtJhfPpLU,neutral
Thu Dec 05 18:38:26 +0000 2019,purelypam,en,When your hair has been in #flexirods for three days cause you were being #nurse to your #son with the #flu #typeB… https://t.co/xdDyEhgOJR,neutral
Thu Dec 05 18:35:08 +0000 2019,BCWomensHosp,en,Protect our patients from the #flu – make sure you’re vaccinated or wearing a mask in patient areas. #FightFluBC https://t.co/5MvC99lpq8,positive
Thu Dec 05 18:33:46 +0000 2019,HospitalSmarts,en,Let's all learn about the myths of #flu to help us avoid hospitalization @psjh's #ToYourHealth blog… https://t.co/VUg8TaPxs8,neutral
Thu Dec 05 18:30:06 +0000 2019,NHSsoutheast,en,Did you know that 2 and 3 year olds can have the free nasal flu vaccination? It's completely pain free! #Flu can be… https://t.co/7Qcyd5b2dy,positive
Thu Dec 05 18:30:04 +0000 2019,famfightflu,en,Three-year-old Cayden lost her life to #flu five years ago today. In honor of Cayden and National Influenza Vaccina… https://t.co/URmmtUQZdk,positive
Thu Dec 05 18:30:02 +0000 2019,DukeGHI,en,"If you haven't gotten a flu shot yet, read up on why you should...  https://t.co/k42pOwhpoK #flu #health #wellness #globalhealth",neutral
Thu Dec 05 18:30:00 +0000 2019,Healthy_MoCo,en,It’s that time of year again; #fluseason. It’s not too late to get a flu vaccine to help protect yourself and your… https://t.co/84Z8uDyJXV,negative
Thu Dec 05 18:28:19 +0000 2019,LI_pennysaver,en,Stay healthy this holiday season and read up some healthy tips to boost your immunity and keep you holidays more fe… https://t.co/JbE2GnFXLj,positive
Thu Dec 05 18:28:02 +0000 2019,CityofSTLDOH,en,There are many reasons to get a flu vaccine. It can reduce your risk of #flu and its potentially serious complicati… https://t.co/9s7qfLULIB,positive
Thu Dec 05 18:26:50 +0000 2019,WillAlvarado_,en,"Trying to stay alive, finish out projects, plan and start new projects while having the flu is no joke. #barelyhangingon #sick #flu #helpme",negative
Thu Dec 05 18:25:09 +0000 2019,CAPMedicalCare,en,"#DidYouKnow: washing our hands can prevent 1 in 5 illnesses, like the #cold or #flu. Give your #children the gift o… https://t.co/TEy75INd69",negative
Thu Dec 05 18:15:46 +0000 2019,WGray430,en,For those people who don’t get the Flu Shot... why? #flushot #flu #Vaccines,neutral
Thu Dec 05 18:15:21 +0000 2019,HamCoHealth,en,It's that time of year again; #fluseason. It's not too late to get a flu vaccine to help protect yourself and your… https://t.co/6AW4LK7cq6,negative
Thu Dec 05 18:15:04 +0000 2019,dennistondc,en,"Viruses are not going to bang down your door, they are going to saunter in with an invitation. #flu, #flushot,… https://t.co/yhFFMoXac8",negative
Thu Dec 05 18:15:00 +0000 2019,UCentralMedia,en,"THREE FLU-RELATED DEATHS have been reported in #Oklahoma so far since the #flu season began.

Read more:… https://t.co/jRygyjikv6",positive
Thu Dec 05 18:08:49 +0000 2019,PrimoNoirCo,en,This book is #puretruth it is confirming and teaching me quite a bit.  Check it out‼️💯👍🏽 #sick #sickday #sickbaby… https://t.co/jbGJSUZvsH,negative
Thu Dec 05 18:05:10 +0000 2019,BCPFT,en,"What does the flu and our amazing #BCPFTJabbers video have in common? 

They can both give you the CHILLS! ❄️

Tune… https://t.co/SaNxas6P6W",positive
Thu Dec 05 18:02:29 +0000 2019,dbnaturelive,en,Lemongrass Oil has so much benefits. Use it with a essential oil humidifier/diffusers. Learn More at… https://t.co/XCvayMbWNm,positive
Thu Dec 05 18:02:27 +0000 2019,essickair,en,"Are you keeping healthy this winter? Let us help!
#AIRCARE #Humidifier #Winter #Flu #Help https://t.co/JAKtTpfhzT",positive
Thu Dec 05 18:02:19 +0000 2019,ELHT_NHS,en,The #flu vaccination is particularly important for those who are at increased risk from the effects of flu. These i… https://t.co/3RcOFMJbJz,positive
Thu Dec 05 18:02:00 +0000 2019,OscilloUSA,en,Learn About “The #Flu You Never Knew” with our #podcast series: https://t.co/qga9BLRmj1,neutral
Thu Dec 05 18:01:01 +0000 2019,fairfaxhealth,en,#NIVW is a national observance that highlights the importance of #flu vaccination for everyone 6 months and older.… https://t.co/Dq1pvoiztp,positive
Thu Dec 05 18:00:55 +0000 2019,NHSEnglandSW,en,Is your child aged 2 or 3? Ask your GP about the free #flu nasal spray today https://t.co/Horr0vqBpM #HelpUsHelpYou https://t.co/tbqZSxNLcj,positive
Thu Dec 05 18:00:08 +0000 2019,medpagetoday,en,"With another #flu season underway in the U.S., a new survey found that over half of adults have yet to get a flu sh… https://t.co/HsLVEZMzld",negative
Thu Dec 05 18:00:04 +0000 2019,SNHDflu,en,"#FluFact: During the 2017-18 #FluSeason, @CDCFlu estimates #fluvax prevented an estimated 7.1 million #flu illnesse… https://t.co/GQtuaK80IN",neutral
Thu Dec 05 18:00:01 +0000 2019,UVMMedCenter,en,"It’s National Handwashing Awareness Week! During this flu season, remember that clean hands have the power to preve… https://t.co/BZJYlHtJOS",positive
Thu Dec 05 18:00:00 +0000 2019,PurdueUnivNews,en,Keep your kids healthy during #flu season with tips from @LifeAtPurdue prof. https://t.co/KxWNnDSR60 https://t.co/NSzOrGBQxl,positive
Thu Dec 05 18:00:00 +0000 2019,DepSecHargan,en,"In recent years, #fluvaccines have reduced the risk of #flu-associated hospitalizations among older adults on avera… https://t.co/bgii2ovRQJ",positive
Thu Dec 05 17:54:09 +0000 2019,crafted4u,en,"#NY #Parents Say No To HPV, #Flu #Vaccines In 'Blackout' https://t.co/5PX6ufmogQ",neutral
Thu Dec 05 17:54:02 +0000 2019,CDCFlu,en,CDC is constantly looking at data to inform vaccine recommendations. A recent study reviews data on children’s immu… https://t.co/aLwOTF6UHa,neutral
Thu Dec 05 17:51:39 +0000 2019,SneezApp,en,It's #NationalFluShotWeek! It's not too late to get yours and protect yourself and your loved ones!… https://t.co/2MPxpx1l3H,positive
Thu Dec 05 17:51:01 +0000 2019,ComagineHealth,en,"As family and friends gather for the holidays, #flu activity is increasing. Now is the time to get a flu vaccine if… https://t.co/8TOTgHXyoc",neutral
Thu Dec 05 17:45:17 +0000 2019,fusioniscoming,en,Get the flu vaccine #flukills  #flu #vaccination #vaccine #VaccinesSaveLives,neutral
Thu Dec 05 17:42:40 +0000 2019,HealthTree_NLAG,en,Popped into the staff restaurant for a sandwich 🥪 came out having had my flu jab! No fuss no queue...Amazing servic… https://t.co/6htoZaro99,positive
Thu Dec 05 17:41:28 +0000 2019,alysonlasley,en,"Shout out to all the fans on @Spotify. Thanks for an amazing year. #2019ArtistWrapped https://t.co/yhK5jk1Zdi 

I h… https://t.co/NiP2d61Jg0",positive
Thu Dec 05 17:35:02 +0000 2019,TennCareRep,en,"#Flu #Vaccination can help protect women and their babies during and after pregnancy, save children’s lives, preven… https://t.co/QMLciit0UM",neutral
Thu Dec 05 17:34:30 +0000 2019,healU_naturally,en,"PREVENT colds or the flu~ This Home Remedy Prevents and/or Gets Rid of Colds or The Flu Fast
▸… https://t.co/CqTV53Cf0S",positive
Thu Dec 05 17:34:23 +0000 2019,NicolasTetu,en,Just Got My Seasonal Flu Shot! #VaccinesSaveLives #Flu #FluShot,neutral
Thu Dec 05 17:30:23 +0000 2019,aafp,en,"As family and friends gather for the holidays, #flu activity is increasing. Your patients may have many questions a… https://t.co/wUyaHTAjLE",positive
Thu Dec 05 17:30:04 +0000 2019,Jaqdark,en,Babyganics Alcohol-Free Foaming Hand Sanitizer #flu #holiday #germs #shopping #sponsored @amazon https://t.co/PBHizgtUzy,positive
Thu Dec 05 17:30:02 +0000 2019,OscilloUSA,en,Discover essential medicines for #cold &amp; #flu with our free online #training. https://t.co/l5BWiAIhRo,negative
Thu Dec 05 17:29:33 +0000 2019,freedomgirl2011,en,"People are lazy,dumb and do not want to admit it.
They would rather be obedient little slaves and make their childr… https://t.co/Lb0H6x9st5",negative
Thu Dec 05 17:25:05 +0000 2019,Flu_Killer,en,"@CDCtravel @CDCFlu #Flushot that is one vaccine that I don't need to do. I know how to fight the #flu with ""La Technique"".",neutral
Thu Dec 05 17:18:12 +0000 2019,StarDiscountBC,en,"#Flu is a contagious respiratory illness caused by influenza viruses.
The best protection against flu is a… https://t.co/xlEHGHdrFT",positive
Thu Dec 05 17:17:53 +0000 2019,SDPMadison,en,"#Flu is a contagious respiratory illness caused by influenza viruses.
The best protection against flu is a… https://t.co/R7tnafuU3k",positive
Thu Dec 05 17:17:36 +0000 2019,PropstDrugs,en,"#Flu is a contagious respiratory illness caused by influenza viruses.
The best protection against flu is a… https://t.co/ahdPq9bC5I",positive
Thu Dec 05 17:17:13 +0000 2019,StarDiscountFP,en,"#Flu is a contagious respiratory illness caused by influenza viruses.
The best protection against flu is a… https://t.co/UOiPOY3bdp",positive
Thu Dec 05 17:16:55 +0000 2019,HunningtonPharm,en,"#Flu is a contagious respiratory illness caused by influenza viruses.
The best protection against flu is a… https://t.co/DbWDMLS00T",positive
Thu Dec 05 17:15:23 +0000 2019,NFIDvaccines,en,"If you are #pregnant during #flu season, the best way to protect both yourself and your newborn is to… https://t.co/5iVVHOXYU2",positive
Thu Dec 05 17:15:11 +0000 2019,sabinvaccine,en,"Are you #vaccinatedfor2? This National Influenza Vaccination Week, protect yourself &amp; your baby from the #flu! Acco… https://t.co/UBtjcRiSu4",neutral
Thu Dec 05 17:15:07 +0000 2019,CancerDotNet,en,"5 things people with cancer should know about the flu and flu shot. https://t.co/qRrfdrFvBj

#cancersupport #flushot #flu",neutral
Thu Dec 05 17:14:26 +0000 2019,MilitaryRx,en,"Don't let the #flu get you blue! This #NIVW, get vaccinated and stay ho-ho-healthy this holiday season:… https://t.co/6p085iBhZO",positive
Thu Dec 05 17:13:28 +0000 2019,AureaIVSpa,en,"The #flu is not a season at Aurea IV Hydration Spa!

Prevent getting #sick with our #Immunity IV Bag!

Make your ap… https://t.co/8YpRGzwUK6",negative
Thu Dec 05 17:12:00 +0000 2019,HealthDouglasCo,en,There’s no time like today to get your #flu shot? It’s National Influenza Vaccination Week and you can find the vac… https://t.co/7ZQAPmEGOt,neutral
Thu Dec 05 17:10:08 +0000 2019,ExpressScripts,en,"Don't let the #flu get you blue! This #NIVW, get vaccinated and stay ho-ho-healthy this holiday season:… https://t.co/Zi251YhnEe",positive
Thu Dec 05 17:10:06 +0000 2019,HWWilts,en,Are you eligible for a free #flu jab? Getting the vaccine is your best line of defence if you have a long term cond… https://t.co/FrRYz2Me4E,positive
Thu Dec 05 17:10:00 +0000 2019,AmDiabetesAssn,en,It’s that time of year again: #fluseason. It’s not too late to get a flu vaccine to help protect yourself and your… https://t.co/iWBtP8xw4n,negative
Thu Dec 05 17:03:41 +0000 2019,MeaganCFitz,en,Nice combination of survey and modeling from @LitvinovaMV to illustrate that reactive school closure in Russia does… https://t.co/OjQMgsjIYZ,positive
Thu Dec 05 17:02:45 +0000 2019,MontefioreNYC,en,"As family and friends gather for the holidays, #flu activity is increasing. Now is the time to get a flu vaccine if… https://t.co/RLHMnGa3fL",neutral
Thu Dec 05 17:02:22 +0000 2019,ImmunizeCa,en,"As family and friends gather for the holidays, #flu activity is increasing. Now is the time to get a flu vaccine if… https://t.co/NtiSSIfxZT",neutral
Thu Dec 05 17:01:53 +0000 2019,GreeneCoPH,en,"From our friends at the Dayton Daily News: As holidays approach, health officials urge residents to get flu shot. R… https://t.co/XixnnRy7G4",neutral
Thu Dec 05 17:01:43 +0000 2019,TotumHealth,en,"As it gets colder, be sure to practice proper sickness prevention. Wash your hands often and disinfect commonly tou… https://t.co/hCoaT6fjVw",positive
Thu Dec 05 17:00:54 +0000 2019,NurseGroups,en,4 Debunked Myths About Living With #Asthma During #Cold And #Flu Season https://t.co/ebH5iasvEW,negative
Thu Dec 05 17:00:21 +0000 2019,GoHealthyPeople,en,#HP2020 aims to increase the percentage of children who get the #flu vaccine each year. See the data:… https://t.co/Bbl3eg0CZa,neutral
Thu Dec 05 17:00:19 +0000 2019,NorthwesternMed,en,You vs. the #Flu: See if you — or your loved ones — are at risk. #InfluenzaVaccinationWeek https://t.co/D2orepqBzw,positive
Thu Dec 05 17:00:01 +0000 2019,MayoCancerCare,en,"Why get a #FluShot? Because the #flu can be serious for some. ""Patients who are already sick with other chronic con… https://t.co/9HMWPCD7Dv",negative
Thu Dec 05 17:00:01 +0000 2019,GetReady,en,It’s not too late to get a #flu vaccine! @CDCFlu recommends vaccination for everyone 6 months and older as long as… https://t.co/q8p3JnMzvG,negative
Thu Dec 05 16:59:42 +0000 2019,ptsafetyASPH,en,"Post 4 of our patient safety Christmas calendar-  the importance of flu jabs, follow our page for further myth bust… https://t.co/fjNSlGnbiP",neutral
Thu Dec 05 16:57:42 +0000 2019,NVPCA,en,Don't be like Stimpy. #GetVaccinated. It can reduce your risk of #flu and its potentially serious complications. It… https://t.co/LlOVdAOS3V,negative
Thu Dec 05 16:56:21 +0000 2019,MargieArnett,en,"#Chipotle has on call #NURSES for a wellness check before workers begin, to determine whether 'sick' workers are no… https://t.co/pDpK8Qeam3",negative
Thu Dec 05 16:55:37 +0000 2019,mdfamilyclinic,en,Flu isn’t a “bad cold” and can result in serious health complications. The best way to prevent it is to get vaccina… https://t.co/2rNu9xTP76,negative
Thu Dec 05 16:55:19 +0000 2019,mdkidspediatric,en,Flu isn’t a “bad cold” and can result in serious health complications. The best way to prevent it is to get vaccina… https://t.co/IMCcvxA4LJ,negative
Thu Dec 05 16:55:09 +0000 2019,SchuylerCoPH,en,"#Flu can be devastating to those with #heart disease, but there is a simple tool that can significantly… https://t.co/lnedP9lZeN",negative
Thu Dec 05 16:54:59 +0000 2019,clinicamidoctor,en,Flu isn’t a “bad cold” and can result in serious health complications. The best way to prevent it is to get vaccina… https://t.co/BPWSKgfUfT,negative
Thu Dec 05 16:54:00 +0000 2019,CalHospitals,en,It is not too late to get a #flu vaccine. @CDCFlu recommends vaccination for everyone 6 months and older as long as… https://t.co/nZn2zpExI2,negative
Thu Dec 05 16:50:13 +0000 2019,neighbor_center,en,"As family and friends gather for the holidays, #flu activity is increasing. Now is the time to get a #fluvaccine if… https://t.co/OmqHnNkLgD",neutral
Thu Dec 05 16:48:56 +0000 2019,ECMCBuffalo,en,"Have you scheduled your annual #flu shot? If not, plan your visit during this National Influenza Vaccination Week t… https://t.co/wHg3507PeZ",neutral
Thu Dec 05 16:47:02 +0000 2019,IDSAInfo,en,"As family and friends gather for the holidays, #flu activity is increasing. IDSA's updated #influenza guideline pro… https://t.co/eBYrNUINyM",neutral
Thu Dec 05 16:45:13 +0000 2019,StClairHospital,en,#DYK it is National Influenza Vaccination Week? It is the perfect time to learn what you're up against and take the… https://t.co/l3WIv6Ek7v,positive
Thu Dec 05 16:44:51 +0000 2019,AngelinaWTSP,en,COLD SEASON: Doctors are seeing more and more #Flu and #RSV cases in #TampaBay. They want you to stop germs from sp… https://t.co/AuK9E86WGI,positive
Thu Dec 05 16:42:43 +0000 2019,TPedHealth,en,"The holidays are a great time to see family and friends, but don't catch flu from them! Get your flu vaccine to pro… https://t.co/9Iyb8roTib",positive
